pat_no,claim_no,word_ct,char_ct,or_ct,sf_ct,cns_ct,ind_flg,appl_id
3938110,13,35,213,0,0,0,0,
3938110,40,21,136,0,0,0,0,
3938110,38,14,82,0,0,0,0,
3938110,21,26,164,0,0,0,0,
3938110,34,15,91,0,0,0,0,
3938110,39,15,87,0,0,0,0,
3938110,27,35,204,0,0,0,0,
3938110,33,64,402,0,0,0,1,
3938110,8,29,178,0,0,0,0,
3938110,32,13,81,0,0,0,0,
3938110,36,16,100,0,0,0,0,
3938110,10,41,268,0,0,0,0,
3938110,35,14,85,0,0,0,0,
3938110,5,33,202,0,0,0,0,
3938110,20,32,202,0,0,0,0,
3938110,29,23,127,0,0,0,0,
3938110,14,21,122,0,0,0,0,
3938110,23,26,165,0,0,0,0,
3938110,12,31,201,0,0,0,0,
3938110,4,33,202,0,0,0,0,
3938110,24,33,213,0,0,0,0,
3938110,19,33,214,0,0,0,0,
3938110,30,21,120,0,0,0,0,
3938110,41,20,124,0,0,0,0,
3938111,2,25,154,0,0,0,0,
3938111,3,17,96,0,0,0,0,
3938111,1,89,547,0,0,0,1,
3938112,8,22,127,0,0,0,0,
3938112,6,83,533,0,0,0,0,
3938112,10,316,2024,0,0,0,1,
3938112,9,33,208,0,0,0,0,
3938112,7,40,240,0,0,0,0,
3938112,4,172,1066,0,0,0,0,
3938112,2,72,432,0,0,0,0,
3938112,1,241,1523,1,0,0,1,
3938112,5,122,739,0,0,0,0,
3938112,3,43,270,0,0,0,0,
3938116,1,138,881,0,0,0,1,
3938119,3,56,331,0,0,0,0,
3938119,2,33,188,0,0,0,0,
3938119,4,52,312,0,0,0,0,
3938119,9,72,441,0,0,0,0,
3938119,6,36,247,0,0,0,0,
3938119,10,130,884,1,0,0,1,
3938119,8,50,320,1,0,0,0,
3938119,5,46,276,0,0,0,0,
3938119,1,170,1046,2,0,0,1,
3938119,7,17,116,0,0,0,0,
3938120,5,17,91,0,0,0,0,
3938120,7,98,565,0,0,0,0,
3938120,6,52,285,0,0,0,0,
3938120,4,175,1045,1,0,0,1,
3938120,2,18,109,0,0,0,0,
3938120,1,194,1142,0,0,0,1,
3938120,3,52,301,0,0,0,0,
3938121,6,39,250,0,0,0,0,
3938121,3,43,263,1,0,0,0,
3938121,11,41,252,1,0,0,0,
3938121,7,36,217,1,0,0,0,
3938121,9,61,384,0,0,0,0,
3938121,1,272,1727,2,0,0,1,
3938121,10,43,294,0,0,0,0,
3938121,4,56,312,2,0,0,0,
3938121,5,43,278,1,0,0,0,
3938121,8,39,225,2,0,0,0,
3938121,2,39,229,2,0,0,0,
3938125,2,83,482,0,0,0,0,
3938125,4,83,550,0,0,0,0,
3938125,5,54,335,0,0,0,0,
3938125,7,280,1730,0,0,0,1,
3938125,1,283,1753,0,0,0,1,
3938125,8,284,1743,0,0,0,1,
3938125,6,223,1467,0,0,0,0,
3938125,3,40,247,0,0,0,0,
3938126,2,37,234,0,0,0,0,5521676.0
3938126,1,112,743,0,0,0,1,5521676.0
3938126,3,39,262,0,0,0,0,5521676.0
3938127,5,33,176,0,0,0,0,
3938127,3,58,320,0,0,0,0,
3938127,4,85,522,0,0,0,0,
3938127,1,85,546,0,0,0,1,
3938127,6,95,536,0,0,0,0,
3938127,2,118,688,0,0,0,0,
3938134,11,95,594,0,0,0,0,
3938134,6,100,620,0,0,0,0,
3938134,4,90,564,0,0,0,0,
3938134,1,171,1174,0,0,0,1,
3938134,8,34,226,1,0,0,0,
3938134,12,45,305,0,0,0,0,
3938134,9,135,925,0,0,0,1,
3938134,10,37,261,0,0,0,0,
3938134,7,39,252,0,0,0,0,
3938134,2,84,569,0,0,0,0,
3938134,3,21,139,0,0,0,0,
3938134,5,24,178,0,0,0,0,
3938135,2,93,548,0,0,0,0,
3938135,4,49,283,0,0,0,0,
3938135,5,67,406,0,0,0,0,
3938135,7,44,279,0,0,0,0,
3938135,6,140,885,0,0,0,1,
3938135,1,202,1215,0,0,0,1,
3938135,8,125,799,0,0,0,1,
3938135,3,73,470,0,0,0,0,
3938138,3,86,565,0,0,0,0,
3938138,1,151,1014,0,0,0,1,
3938138,5,43,286,0,0,0,0,
3938138,2,51,362,0,0,0,0,
3938138,4,27,184,0,0,0,0,
3938139,1,338,2100,0,0,0,1,
3938139,2,341,2117,0,0,0,1,
3938139,4,56,340,0,0,0,0,
3938139,3,340,2128,0,0,0,1,
3938141,7,35,225,0,0,0,0,
3938141,6,92,610,2,0,0,1,
3938141,5,42,243,0,0,0,0,
3938141,4,49,290,0,0,0,0,
3938141,3,25,131,0,0,0,0,
3938141,1,114,749,1,0,0,1,
3938141,2,64,383,0,0,0,0,
3938141,8,27,162,1,0,0,0,
3938141,9,28,162,1,0,0,0,
3938143,2,295,1754,0,0,0,1,
3938143,1,337,1997,0,0,0,1,
3938143,4,272,1662,0,0,0,1,
3938143,3,21,109,0,0,0,0,
3938149,3,46,256,1,0,0,0,
3938149,4,95,514,1,0,0,0,
3938149,1,290,1797,0,0,0,1,
3938149,2,44,279,0,0,0,0,
3938149,5,125,675,0,0,0,0,
3938149,6,35,201,0,0,0,0,
3938152,4,16,92,0,0,0,0,
3938152,1,205,1372,0,0,0,1,
3938152,7,15,95,0,0,0,0,
3938152,2,34,187,1,0,0,0,
3938152,6,28,191,0,0,0,0,
3938152,5,43,283,1,1,1,0,
3938152,3,49,287,0,0,0,0,
3938160,2,19,111,0,0,0,0,
3938160,1,106,730,0,0,0,1,
3938160,4,50,313,0,0,0,0,
3938160,3,22,130,0,0,0,0,
3938161,15,36,238,0,0,0,0,
3938161,13,270,1897,3,0,0,1,
3938161,21,16,111,0,0,0,0,
3938161,8,310,2289,0,0,0,1,
3938161,3,144,1021,0,0,0,0,
3938161,12,33,223,0,0,0,0,
3938161,18,25,166,0,0,0,0,
3938161,23,31,212,0,0,0,0,
3938161,1,176,1294,0,0,0,1,
3938161,5,21,134,0,0,0,0,
3938161,4,96,594,0,0,0,0,
3938161,22,40,282,0,0,0,0,
3938161,6,41,265,0,0,0,0,
3938161,16,21,135,0,0,0,0,
3938161,20,38,243,0,0,0,0,
3938161,17,68,458,0,0,0,0,
3938161,14,35,220,0,0,0,0,
3938161,11,35,239,0,0,0,0,
3938161,10,20,120,0,0,0,0,
3938161,9,19,123,0,0,0,0,
3938161,2,29,185,0,0,0,0,
3938161,19,18,111,0,0,0,0,
3938161,7,19,120,0,0,0,0,
3938162,1,100,629,0,0,0,1,
3938162,7,24,151,0,0,0,0,
3938162,11,26,165,0,0,0,0,
3938162,22,21,130,0,0,0,0,
3938162,20,80,520,0,0,0,1,
3938162,6,45,271,0,0,0,0,
3938162,2,11,75,0,0,0,0,
3938162,10,29,187,0,0,0,0,
3938162,15,146,972,0,0,0,1,
3938162,17,19,112,0,0,0,0,
3938162,21,23,156,0,0,0,0,
3938162,18,18,111,0,0,0,0,
3938162,19,23,141,0,0,0,0,
3938162,25,28,161,0,0,0,0,
3938162,13,11,76,0,0,0,0,
3938162,23,21,131,0,0,0,0,
3938162,9,21,127,0,0,0,0,
3938162,3,13,71,0,0,0,0,
3938162,14,36,206,0,0,0,0,
3938162,5,36,200,0,0,0,0,
3938162,8,20,126,0,0,0,0,
3938162,16,81,584,0,0,0,1,
3938162,26,81,583,0,0,0,1,
3938162,12,139,905,0,0,0,1,
3938162,24,34,183,0,0,0,0,
3938162,4,57,329,0,0,0,0,
3938165,8,60,353,0,0,0,0,
3938165,6,151,1031,0,0,0,0,
3938165,3,53,337,0,0,0,0,
3938165,5,39,252,0,0,0,0,
3938165,7,67,437,0,0,0,0,
3938165,1,177,1193,0,0,0,1,
3938165,4,57,375,0,0,0,0,
3938165,2,35,227,0,0,0,0,
3938167,12,249,1637,0,0,0,1,
3938167,8,237,1571,0,0,0,1,
3938167,4,47,294,0,0,0,0,
3938167,10,26,160,0,0,0,0,
3938167,5,39,260,0,0,0,0,
3938167,7,106,640,0,0,0,0,
3938167,3,46,270,0,0,0,0,
3938167,11,14,90,0,0,0,0,
3938167,1,248,1680,0,0,0,1,
3938167,2,78,474,0,0,0,0,
3938167,6,14,89,0,0,0,0,
3938167,9,27,176,0,0,0,0,
3938170,3,38,210,0,0,0,0,
3938170,1,130,758,0,0,0,1,
3938170,7,32,179,0,0,0,0,
3938170,5,166,954,1,0,0,1,
3938170,6,160,957,0,0,0,1,
3938170,4,29,154,0,0,0,0,
3938170,8,151,903,0,0,0,1,
3938170,2,35,192,0,0,0,0,
3938170,9,55,324,0,0,0,0,
3938171,1,156,943,1,0,0,1,
3938171,2,40,203,0,0,0,0,
3938175,2,203,1542,0,0,0,1,
3938175,1,199,1522,0,0,0,1,
3938179,1,317,2177,0,0,0,1,
3938179,4,38,264,0,0,0,0,
3938179,8,25,176,0,0,0,0,
3938179,12,75,502,0,0,0,0,
3938179,11,491,3370,0,0,0,1,
3938179,2,31,199,0,0,0,0,
3938179,6,32,212,0,0,0,0,
3938179,9,319,2217,0,0,0,1,
3938179,3,30,194,0,0,0,0,
3938179,7,79,535,0,0,0,0,
3938179,13,90,597,0,0,0,0,
3938179,5,37,248,0,0,0,0,
3938179,10,41,253,0,0,0,0,
3938180,1,276,1838,0,0,0,1,
3938180,3,422,2793,0,0,1,1,
3938180,2,382,2502,0,0,0,1,
3938183,2,16,93,0,0,0,0,
3938183,9,29,189,0,0,0,0,
3938183,4,35,228,0,0,0,0,
3938183,8,35,227,0,0,0,0,
3938183,7,49,342,0,0,0,0,
3938183,12,39,265,0,0,0,0,
3938183,13,120,797,0,0,0,0,
3938183,6,16,93,0,0,0,0,
3938183,1,115,757,0,0,0,1,
3938183,11,125,838,0,0,0,1,
3938183,10,50,347,0,0,0,0,
3938183,5,29,189,0,0,0,0,
3938183,3,114,746,0,0,0,0,
3938185,4,104,671,0,0,0,0,
3938185,1,185,1248,1,0,0,1,
3938185,3,55,333,2,0,0,0,
3938185,5,86,519,0,0,0,0,
3938185,2,53,307,0,0,0,0,
3938187,7,87,532,0,0,0,0,
3938187,6,52,314,0,0,0,0,
3938187,4,35,223,0,0,0,0,
3938187,3,90,594,0,0,0,0,
3938187,5,51,355,0,0,0,0,
3938187,9,29,188,0,0,0,0,
3938187,1,163,1124,0,0,0,1,
3938187,2,124,893,0,0,0,1,
3938187,8,48,316,0,0,0,0,
3938189,9,180,1106,0,0,0,1,
3938189,25,29,184,0,0,0,0,
3938189,24,36,226,0,0,0,0,
3938189,11,59,370,0,0,0,0,
3938189,3,50,308,0,0,0,0,
3938189,18,175,1111,3,0,0,0,
3938189,14,79,499,0,0,0,0,
3938189,12,346,2159,0,0,0,1,
3938189,23,44,279,0,0,0,0,
3938189,16,60,379,0,0,0,0,
3938189,17,72,455,0,0,0,0,
3938189,6,57,361,0,0,0,0,
3938189,19,169,1120,0,0,0,1,
3938189,15,163,1055,0,0,0,1,
3938189,21,34,227,0,0,0,0,
3938189,1,193,1205,0,0,0,1,
3938189,5,52,306,0,0,0,0,
3938189,13,51,325,0,0,0,0,
3938189,26,34,211,1,0,0,0,
3938189,2,80,508,0,0,0,0,
3938189,20,32,199,0,0,0,0,
3938189,10,203,1250,0,0,0,1,
3938189,8,209,1332,0,0,0,1,
3938189,7,157,998,0,0,0,1,
3938189,4,32,189,0,0,0,0,
3938189,22,66,417,0,0,0,0,
3938190,1,183,1310,0,0,0,1,5497563.0
3938190,17,58,364,1,0,0,0,5497563.0
3938190,16,53,356,0,0,0,0,5497563.0
3938190,7,38,259,0,0,0,0,5497563.0
3938190,6,13,69,0,0,0,0,5497563.0
3938190,9,143,1017,0,0,0,1,5497563.0
3938190,4,58,363,1,0,0,0,5497563.0
3938190,14,33,215,0,0,0,0,5497563.0
3938190,18,24,156,0,0,0,0,5497563.0
3938190,8,26,175,0,0,0,0,5497563.0
3938190,23,21,148,0,0,0,0,5497563.0
3938190,10,70,474,0,0,0,0,5497563.0
3938190,21,26,176,0,0,0,0,5497563.0
3938190,11,77,495,0,0,0,0,5497563.0
3938190,12,33,212,0,0,0,0,5497563.0
3938190,15,33,187,0,0,0,0,5497563.0
3938190,5,24,155,0,0,0,0,5497563.0
3938190,22,21,148,0,0,0,0,5497563.0
3938190,19,13,70,0,0,0,0,5497563.0
3938190,3,53,354,0,0,0,0,5497563.0
3938190,13,33,215,0,0,0,0,5497563.0
3938190,2,33,186,0,0,0,0,5497563.0
3938190,20,38,260,0,0,0,0,5497563.0
3938191,8,54,341,0,0,0,0,
3938191,10,38,204,0,0,0,0,
3938191,17,57,318,0,0,0,0,
3938191,18,26,157,0,0,0,0,
3938191,3,67,444,0,0,0,0,
3938191,13,36,200,0,0,0,0,
3938191,4,26,164,0,0,0,0,
3938191,12,83,475,0,0,0,0,
3938191,20,26,163,0,0,0,0,
3938191,2,37,230,0,0,0,0,
3938191,9,30,172,0,0,0,0,
3938191,5,27,177,0,0,0,0,
3938191,14,107,703,0,0,0,0,
3938191,1,141,928,0,0,0,1,
3938191,19,21,126,0,0,0,0,
3938191,6,27,175,0,0,0,0,
3938191,16,37,253,0,0,0,0,
3938191,7,35,232,0,0,0,0,
3938191,11,33,195,0,0,0,0,
3938191,21,25,155,0,0,0,0,
3938191,15,47,279,1,0,0,0,
3938193,3,66,405,0,0,0,0,
3938193,6,193,1162,0,0,0,1,
3938193,8,29,200,0,0,0,0,
3938193,1,145,951,0,0,0,1,
3938193,7,66,405,0,0,0,0,
3938193,4,47,286,0,0,0,0,
3938193,2,114,662,0,0,0,0,
3938193,5,29,200,0,0,0,0,
3938195,9,306,1945,0,0,0,1,
3938195,3,82,507,0,0,0,0,
3938195,7,39,251,0,0,0,0,
3938195,6,49,305,0,0,0,0,
3938195,2,32,209,0,0,0,0,
3938195,1,246,1541,0,0,0,1,
3938195,8,28,184,0,0,0,0,
3938195,4,51,313,0,0,0,0,
3938195,5,25,150,0,0,0,0,
3938198,1,110,691,0,0,0,1,
3938198,2,29,161,0,0,0,0,
3938198,4,26,156,0,0,0,0,
3938198,5,174,1090,0,0,0,1,
3938198,3,37,212,0,0,0,0,
3938198,6,61,389,0,0,0,1,
3938199,18,32,182,0,0,0,0,
3938199,33,31,167,0,0,0,0,
3938199,38,35,205,0,0,0,0,
3938199,34,30,185,0,0,0,0,
3938199,21,27,156,0,0,0,0,
3938199,16,23,149,0,0,0,0,
3938199,5,27,152,0,0,0,0,
3938199,25,92,552,0,0,0,0,
3938199,23,36,227,0,0,0,0,
3938199,10,32,195,0,0,0,0,
3938199,1,163,1047,0,0,0,1,
3938199,12,47,263,0,0,0,0,
3938199,9,142,879,0,0,0,0,
3938199,37,32,216,0,0,0,0,
3938199,3,11,63,0,0,0,0,
3938199,14,45,257,0,0,0,0,
3938199,4,28,150,0,0,0,0,
3938199,20,329,1980,0,0,0,1,
3938199,30,63,399,0,0,0,0,
3938199,28,27,153,0,0,0,0,
3938199,24,61,381,0,0,0,0,
3938199,7,24,139,0,0,0,0,
3938199,13,31,204,0,0,0,0,
3938199,8,233,1375,0,0,0,1,
3938199,29,60,354,0,0,0,0,
3938199,22,127,752,0,0,0,1,
3938199,15,50,311,0,0,0,0,
3938199,26,176,1046,0,0,0,1,
3938199,11,27,162,0,0,0,0,
3938199,2,28,159,0,0,0,0,
3938199,31,20,116,0,0,0,0,
3938199,35,146,877,0,0,0,1,
3938199,32,50,297,0,0,0,0,
3938199,36,24,152,0,0,0,0,
3938199,27,26,141,0,0,0,0,
3938199,19,138,820,0,0,0,0,
3938199,6,60,352,0,0,0,0,
3938199,17,34,240,0,0,0,0,
3938200,7,43,276,0,0,0,0,
3938200,5,24,139,0,0,0,0,
3938200,4,15,98,0,0,0,0,
3938200,3,45,262,0,0,0,0,
3938200,2,19,115,0,0,0,0,
3938200,1,226,1493,0,0,0,1,
3938200,6,60,378,0,0,0,0,
3938202,9,49,300,0,0,0,0,
3938202,6,16,84,0,0,0,0,
3938202,3,24,141,0,0,0,0,
3938202,5,45,261,0,0,0,0,
3938202,4,19,113,0,0,0,0,
3938202,1,64,410,0,0,0,1,
3938202,10,74,484,0,0,0,0,
3938202,7,122,753,0,0,0,0,
3938202,8,81,490,0,0,0,1,
3938202,2,32,200,0,0,0,0,
3938205,1,206,1304,0,0,0,1,5498399.0
3938206,7,22,140,0,0,0,0,
3938206,8,17,124,0,0,0,0,
3938206,1,150,1009,0,0,0,1,
3938206,3,56,382,0,0,0,0,
3938206,6,59,342,0,0,0,0,
3938206,5,59,342,0,0,0,0,
3938206,2,59,342,0,0,0,0,
3938206,4,23,143,0,0,0,0,
3938207,11,22,116,0,0,0,0,
3938207,23,25,142,0,0,0,0,
3938207,17,34,187,0,0,0,0,
3938207,28,30,179,0,0,0,0,
3938207,31,52,296,0,0,0,0,
3938207,20,26,160,0,0,0,0,
3938207,21,18,106,0,0,0,0,
3938207,6,25,138,0,0,0,0,
3938207,19,22,143,0,0,0,0,
3938207,3,50,305,0,0,0,0,
3938207,15,16,93,0,0,0,0,
3938207,26,49,262,0,0,0,0,
3938207,10,22,118,0,0,0,0,
3938207,9,28,150,0,0,0,0,
3938207,14,16,92,0,0,0,0,
3938207,7,67,334,0,0,0,0,
3938207,30,16,105,0,0,0,0,
3938207,1,232,1340,0,0,0,1,
3938207,4,35,174,0,0,0,0,
3938207,27,49,266,0,0,0,0,
3938207,25,59,336,0,0,0,0,
3938207,13,17,92,0,0,0,0,
3938207,5,26,145,0,0,0,0,
3938207,8,30,171,0,0,0,0,
3938207,12,15,80,0,0,0,0,
3938207,18,153,847,0,0,0,0,
3938207,22,22,123,0,0,0,0,
3938207,24,17,89,0,0,0,0,
3938207,29,40,218,0,0,0,0,
3938207,16,22,118,0,0,0,0,
3938207,2,212,1230,0,0,0,1,
3938209,5,59,343,0,0,0,0,
3938209,14,117,695,0,0,0,0,
3938209,8,55,324,0,0,0,0,
3938209,2,53,337,1,0,0,0,
3938209,7,56,327,0,0,0,0,
3938209,1,256,1589,0,0,0,1,
3938209,9,35,205,0,0,0,0,
3938209,3,35,214,0,0,0,0,
3938209,16,57,340,0,0,0,0,
3938209,12,122,739,0,0,0,0,
3938209,6,153,920,0,0,0,0,
3938209,10,70,426,0,0,0,0,
3938209,11,102,630,0,0,0,0,
3938209,13,146,868,0,0,0,0,
3938209,15,48,283,0,0,0,0,
3938209,4,59,368,0,0,0,0,
3938210,6,23,160,0,0,0,0,
3938210,5,52,324,0,0,0,0,
3938210,1,294,1835,0,0,0,1,
3938210,3,64,396,0,0,0,0,
3938210,8,62,387,0,0,0,0,
3938210,14,24,138,0,0,0,0,
3938210,4,63,384,0,0,0,0,
3938210,10,36,197,0,0,0,0,
3938210,15,24,157,0,0,0,0,
3938210,2,129,806,0,0,0,0,
3938210,11,55,337,0,0,0,0,
3938210,13,60,357,0,0,0,0,
3938210,9,63,371,0,0,0,0,
3938210,12,62,387,0,0,0,0,
3938210,7,63,365,0,0,0,0,
3938211,3,62,359,0,0,0,0,
3938211,4,46,259,0,0,0,0,
3938211,6,46,259,0,0,0,0,
3938211,1,79,476,0,0,0,1,
3938211,2,67,395,0,0,0,0,
3938211,7,18,102,0,0,0,0,
3938211,8,18,102,0,0,0,0,
3938211,10,119,652,0,0,0,1,
3938211,5,31,179,0,0,0,0,
3938211,9,103,600,0,0,0,1,
3938215,5,182,1168,0,0,0,1,
3938215,1,172,1119,0,0,0,1,
3938215,6,97,627,0,0,0,0,
3938215,2,59,386,0,0,0,0,
3938215,3,26,158,0,0,0,0,
3938215,4,205,1330,0,0,0,1,
3938216,15,17,125,0,0,0,0,5548408.0
3938216,13,170,1137,0,0,0,1,5548408.0
3938216,12,40,270,0,0,0,0,5548408.0
3938216,7,43,267,0,0,0,0,5548408.0
3938216,1,146,987,0,0,0,1,5548408.0
3938216,14,39,236,0,0,0,0,5548408.0
3938216,4,22,140,0,0,0,0,5548408.0
3938216,17,20,130,0,0,0,0,5548408.0
3938216,2,28,184,0,0,0,0,5548408.0
3938216,9,25,157,0,0,0,0,5548408.0
3938216,5,24,166,0,0,0,0,5548408.0
3938216,11,30,203,0,0,0,0,5548408.0
3938216,3,37,234,0,0,0,0,5548408.0
3938216,8,125,854,0,0,0,1,5548408.0
3938216,10,40,255,0,0,0,0,5548408.0
3938216,6,59,397,0,0,0,0,5548408.0
3938216,16,29,188,0,0,0,0,5548408.0
3938216,18,50,299,0,0,0,0,5548408.0
3938217,2,74,467,0,0,0,0,
3938217,4,64,384,0,0,0,0,
3938217,7,72,444,0,0,0,0,
3938217,8,28,162,0,0,0,0,
3938217,13,75,468,0,0,0,0,
3938217,9,74,467,0,0,0,0,
3938217,12,32,200,0,0,0,0,
3938217,10,74,467,0,0,0,0,
3938217,16,38,244,0,0,0,0,
3938217,15,28,163,0,0,0,0,
3938217,11,250,1583,0,0,0,1,
3938217,5,94,571,0,0,0,0,
3938217,3,48,275,0,0,0,0,
3938217,14,38,244,0,0,0,0,
3938217,17,28,163,0,0,0,0,
3938217,1,174,1109,0,0,0,1,
3938217,6,64,384,0,0,0,0,
3938218,5,58,372,0,0,0,0,
3938218,2,64,355,0,0,0,0,
3938218,9,291,1810,0,0,0,1,
3938218,3,51,322,0,0,0,0,
3938218,1,181,1128,0,0,0,1,
3938218,8,93,553,0,0,0,0,
3938218,6,64,406,0,0,0,0,
3938218,7,60,390,0,0,0,0,
3938218,4,51,312,0,0,0,0,
3938222,2,42,234,0,0,0,0,
3938222,3,133,844,0,0,0,1,
3938222,1,156,1002,0,0,0,1,
3938228,3,19,110,0,0,0,0,
3938228,1,123,784,0,0,0,1,
3938228,4,23,136,0,0,0,0,
3938228,5,23,135,0,0,0,0,
3938228,6,24,115,0,0,0,0,
3938228,2,19,112,0,0,0,0,
3938229,1,226,1299,0,0,0,1,
3938229,2,84,423,0,0,0,0,
3938230,1,487,2894,1,0,0,1,
3938242,1,73,451,0,0,0,1,
3938242,4,110,739,0,0,0,1,
3938242,2,24,141,0,1,1,0,
3938242,3,11,54,0,0,0,0,
3938248,4,25,157,0,0,0,0,
3938248,3,30,166,0,0,0,0,
3938248,7,50,264,0,0,0,0,
3938248,6,38,216,0,0,0,0,
3938248,5,20,104,0,0,0,0,
3938248,2,68,353,0,0,0,0,
3938248,1,232,1282,0,0,0,1,
3938253,1,172,1037,0,0,0,1,
3938253,3,23,147,0,0,0,0,
3938253,2,25,161,0,0,0,0,
3938254,9,49,288,0,0,0,0,
3938254,1,195,1263,0,0,0,1,
3938254,8,38,223,0,0,0,0,
3938254,7,104,659,0,0,0,0,
3938254,10,269,1722,0,0,0,1,
3938254,3,188,1209,0,0,0,1,
3938254,6,61,376,0,0,0,0,
3938254,5,148,936,0,0,0,1,
3938254,11,76,464,0,0,0,0,
3938254,2,103,641,0,0,0,0,
3938254,4,123,771,0,0,0,0,
3938256,4,59,355,0,0,0,0,
3938256,2,69,460,0,0,0,0,
3938256,7,123,806,0,0,0,1,
3938256,9,52,335,0,0,0,0,
3938256,8,123,752,0,0,0,0,
3938256,3,51,335,0,0,0,0,
3938256,5,69,460,0,0,0,0,
3938256,1,324,1938,0,0,0,1,
3938256,6,50,336,0,0,0,0,
3938257,6,54,348,0,0,0,0,
3938257,3,35,241,0,0,0,0,
3938257,2,27,192,0,0,0,0,
3938257,1,248,1662,0,0,0,1,
3938257,5,46,286,0,0,0,0,
3938257,7,91,615,0,0,0,0,
3938257,4,240,1615,0,0,0,1,
3938260,3,26,148,0,0,0,0,
3938260,10,44,277,0,0,0,0,
3938260,4,28,177,0,0,0,0,
3938260,6,157,970,0,0,0,0,
3938260,11,37,242,0,0,0,0,
3938260,1,100,644,1,0,0,1,
3938260,8,171,1084,0,0,0,0,
3938260,5,84,550,0,0,0,1,
3938260,2,116,730,0,0,0,1,
3938260,7,293,1819,0,0,0,0,
3938260,9,167,1038,0,0,0,0,
3938263,6,13,70,0,0,0,0,5023424.0
3938263,4,96,692,0,0,0,1,5023424.0
3938263,10,14,87,0,0,0,0,5023424.0
3938263,8,14,87,0,0,0,0,5023424.0
3938263,9,29,165,0,0,0,0,5023424.0
3938263,1,143,939,1,0,0,1,5023424.0
3938263,7,13,70,0,0,0,0,5023424.0
3938263,2,12,73,0,0,0,0,5023424.0
3938263,3,16,101,0,0,0,0,5023424.0
3938263,5,99,700,0,0,0,1,5023424.0
3938264,1,63,332,0,0,0,1,
3938264,3,49,261,0,0,0,0,
3938264,2,68,363,0,0,0,0,
3938265,5,20,110,0,0,0,0,
3938265,6,18,98,0,0,0,0,
3938265,3,23,124,0,0,0,0,
3938265,8,31,165,0,0,0,0,
3938265,4,33,178,0,0,0,0,
3938265,7,53,311,0,0,0,0,
3938265,2,50,289,0,0,0,0,
3938265,1,124,674,0,0,0,1,
3938266,1,65,468,0,0,0,1,
3938267,8,41,227,0,0,0,0,
3938267,1,98,651,0,0,0,1,
3938267,11,33,204,0,0,0,0,
3938267,12,263,1668,0,0,0,1,
3938267,3,29,154,0,0,0,0,
3938267,7,38,245,0,0,0,0,
3938267,9,27,161,0,0,0,0,
3938267,2,54,312,0,0,0,0,
3938267,10,118,781,0,0,0,1,
3938267,4,21,116,0,0,0,0,
3938267,6,35,209,0,0,0,0,
3938267,5,21,127,0,0,0,0,
3938269,2,30,166,0,0,0,0,
3938269,4,33,179,0,0,0,0,
3938269,5,47,269,0,0,0,0,
3938269,3,22,117,0,0,0,0,
3938269,1,396,2491,0,0,0,1,
3938270,1,215,1318,0,0,0,1,
3938271,2,52,299,0,0,0,0,
3938271,1,305,1848,0,0,0,1,
3938271,4,27,157,0,0,0,0,
3938271,3,46,273,0,0,0,0,
3938271,5,52,293,0,0,0,0,
3938272,1,171,1113,0,0,0,1,
3938272,2,50,301,0,0,0,0,
3938272,3,41,250,0,0,0,0,
3938272,4,251,1545,0,0,0,1,
3938273,5,45,245,0,0,0,0,
3938273,3,30,157,0,0,0,0,
3938273,6,18,91,0,0,0,0,
3938273,9,41,227,0,0,0,0,
3938273,7,84,444,0,0,0,0,
3938273,8,60,343,0,0,0,0,
3938273,1,182,1031,0,0,0,1,
3938273,4,65,328,0,0,0,0,
3938273,2,88,510,0,0,0,0,
3938277,2,25,135,0,0,0,0,
3938277,1,212,1302,0,0,0,1,
3938277,6,67,358,0,0,0,0,
3938277,4,51,306,0,0,0,0,
3938277,8,502,3005,0,0,0,1,
3938277,5,59,356,0,0,0,0,
3938277,3,47,285,0,0,0,0,
3938277,7,372,2253,0,0,0,1,
3938278,3,48,273,0,0,0,0,
3938278,5,30,181,0,0,0,0,
3938278,4,14,75,0,0,0,0,
3938278,1,142,856,0,0,0,1,
3938278,2,15,67,0,0,0,0,
3938278,6,27,159,0,0,0,0,
3938279,1,28,177,0,0,0,1,
3938279,2,16,99,0,0,0,0,
3938279,3,10,62,0,0,0,0,
3938280,3,16,94,0,0,0,0,5589354.0
3938280,4,15,95,0,0,0,0,5589354.0
3938280,1,104,656,1,0,0,1,5589354.0
3938280,2,25,138,0,0,0,0,5589354.0
3938284,5,24,144,0,0,0,0,
3938284,3,27,156,0,0,0,0,
3938284,6,22,131,0,0,0,0,
3938284,2,50,289,0,0,0,0,
3938284,1,150,918,0,0,0,1,
3938284,4,30,180,0,0,0,0,
3938284,7,28,163,0,0,0,0,
3938286,2,52,296,0,0,0,0,
3938286,5,149,963,0,0,0,1,
3938286,3,44,254,0,0,0,0,
3938286,7,48,278,0,0,0,0,
3938286,6,272,1750,0,0,0,1,
3938286,1,307,1969,0,0,0,1,
3938286,4,89,535,0,0,0,0,
3938287,5,32,165,0,0,0,0,
3938287,1,195,1201,0,0,0,1,
3938287,4,28,157,0,0,0,0,
3938287,2,17,91,0,0,0,0,
3938287,3,22,128,0,0,0,0,
3938295,2,31,190,0,0,0,0,5553630.0
3938295,4,31,188,0,0,0,0,5553630.0
3938295,3,170,1033,0,0,0,1,5553630.0
3938295,1,161,985,0,0,0,1,5553630.0
