serial_no,abandon_dt,amend_reg_dt,amend_lb_for_app_in,amend_lb_for_reg_in,amend_lb_itu_in,amend_lb_use_in,reg_cancel_cd,reg_cancel_dt,cancel_pend_in,cert_mark_in,chg_reg_in,coll_memb_mark_in,coll_serv_mark_in,coll_trade_mark_in,draw_color_cur_in,draw_color_file_in,concur_use_in,concur_use_pend_in,file_location,draw_3d_cur_in,draw_3d_file_in,exm_attorney_name,lb_use_file_in,lb_for_app_cur_in,lb_for_reg_cur_in,lb_intl_reg_cur_in,lb_for_app_file_in,lb_for_reg_file_in,lb_intl_reg_file_in,lb_none_cur_in,filing_dt,for_priority_in,lb_itu_cur_in,lb_itu_file_in,interfer_pend_in,exm_office_cd,file_location_dt,mark_draw_cd,mark_id_char,opposit_pend_in,amend_principal_in,concur_use_pub_in,publication_dt,registration_dt,renewal_dt,renewal_file_in,repub_12c_dt,repub_12c_in,incontest_ack_in,incontest_file_in,acq_dist_in,acq_dist_part_in,use_afdv_acc_in,use_afdv_file_in,use_afdv_par_acc_in,serv_mark_in,std_char_claim_in,cfh_status_cd,cfh_status_dt,amend_supp_reg_in,supp_reg_in,trade_mark_in,lb_use_cur_in,lb_none_file_in,ir_auto_reg_dt,ir_first_refus_in,ir_death_dt,ir_publication_dt,ir_registration_dt,ir_registration_no,ir_renewal_dt,ir_status_cd,ir_status_dt,ir_priority_dt,ir_priority_in,related_other_in,registration_no,tad_file_id
77864590,2013-07-29,,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,INTENT TO USE SECTION,0,0,"CARL III, FRED",0,0,0,0,0,0,0,0,2009-11-04,0,1,1,0,L80,2011-06-22,3000.0,SAMSUNG DOLFIN BROWSER,0,0,0,2010-05-04,,,0,,0,0,0,0,0,0,0,0,0,0,606,2013-07-29,0,0,1,0,0,,,,,,,,,,,,1.0,0,32
77866417,,,0,0,0,0,2,2020-09-18,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"EVANKO, PATRICIA MALES",0,0,0,0,0,0,0,0,2009-11-05,0,0,1,0,N10,2014-01-07,4000.0,DISNEY FAIRIES,0,0,0,2010-10-05,2014-02-11,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-09-18,0,0,1,1,0,,,,,,,,,,,,0.0,4481347,32
77866431,,,0,0,0,0,2,2017-02-03,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"EVANKO, PATRICIA MALES",1,0,0,0,0,0,0,0,2009-11-05,0,0,0,0,M80,2010-06-29,4000.0,DISNEY BISQUETEERS,0,0,0,2010-04-13,2010-06-29,,0,,0,0,0,0,0,0,0,0,1,1,710,2017-02-03,0,0,0,1,0,,,,,,,,,,,,,3810366,32
77866682,,,0,0,0,0,2,2017-08-18,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"SPILS, CAROL A",0,0,0,0,0,0,0,0,2009-11-06,0,0,1,0,L40,2010-12-06,3000.0,HAZLA EN GRANDE STANLEY,0,0,0,2010-03-23,2011-01-11,,0,,0,0,0,0,0,0,0,0,1,0,710,2017-08-18,0,0,1,1,0,,,,,,,,,,,,,3905489,32
77867242,,,0,0,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,TMO LAW OFFICE 115,0,0,"MCMORROW, JANICE LEE",0,0,0,0,0,0,0,0,2009-11-06,0,0,1,0,M60,2016-09-26,4000.0,MARVELPRESS,0,0,0,2010-09-07,2011-04-12,,0,,0,1,0,0,0,1,0,0,1,1,710,2021-11-19,0,0,0,1,0,,,,,,,,,,,,,3945376,32
77867829,2010-08-13,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 107 - EXAMINING ATTORNEY ASSIGNED,0,0,"STEIN, JAMES W",0,0,0,0,0,0,0,0,2009-11-08,0,1,1,0,L70,2010-09-10,4000.0,AUDIOTESLA,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2010-09-10,0,0,1,0,0,,,,,,,,,,,,,0,32
77869771,2011-05-23,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"HELLMAN, ELI J",0,0,0,0,0,0,0,0,2009-11-10,0,1,1,0,M30,2010-10-19,3000.0,PINEAPPLER,0,0,0,2010-04-13,,,0,,0,0,0,0,0,0,0,0,1,0,606,2011-05-23,0,0,0,0,0,,,,,,,,,,,,,0,32
77869818,2010-08-17,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 107 - EXAMINING ATTORNEY ASSIGNED,0,0,"STEIN, JAMES W",1,0,0,0,0,0,0,0,2009-11-10,0,0,0,0,L70,2010-09-14,4000.0,HELLO KITTY ONLINE,0,0,0,,,,0,,0,0,0,0,0,0,0,0,1,1,602,2010-09-14,0,0,1,1,0,,,,,,,,,,,,,0,32
77870160,2011-01-17,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"HELLMAN, ELI J",0,0,0,0,0,0,0,0,2009-11-11,0,1,1,0,M30,2010-06-15,3000.0,TRAVELING STANLEY,0,0,0,2010-04-20,,,0,,0,0,0,0,0,0,0,0,1,0,606,2011-01-17,0,0,1,0,0,,,,,,,,,,,,,0,32
77872208,2013-02-25,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"CASTRO, GIANCARLO",0,0,0,0,0,0,0,0,2009-11-13,0,1,1,0,M10,2011-01-10,4000.0,GOPRO,0,0,0,2010-05-25,,,0,,0,0,0,0,0,0,0,0,0,1,606,2013-02-25,0,0,1,0,0,,,,,,,,,,,,,0,32
77872294,2011-07-12,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 106 - EXAMINING ATTORNEY ASSIGNED,0,0,"SAKAI, ADA HAN",0,0,0,0,0,0,0,0,2009-11-13,0,1,1,0,L60,2011-08-08,4000.0,GREEN APPLE DOLLS,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2011-08-08,0,0,1,0,0,,,,,,,,,,,,,0,32
77872530,,,0,0,0,0,2,2018-03-30,0,0,0,0,0,0,1,1,0,0,PUBLICATION AND ISSUE SECTION,0,0,"DELGIZZI, RONALD ERNES",1,0,0,0,0,0,0,0,2009-11-13,0,0,0,0,L70,2011-08-23,3000.0,UNIKEN,0,0,0,2011-06-07,2011-08-23,,0,,0,0,0,0,0,0,0,0,1,0,710,2018-03-30,0,0,0,1,0,,,,,,,,,,,,,4014355,32
77874242,2010-08-24,,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,TMEG LAW OFFICE 108 - EXAMINING ATTORNEY ASSIGNED,0,0,"DAWE III, WILLIAM H",1,0,0,0,0,0,0,0,2009-11-17,0,0,0,0,L80,2010-09-21,3000.0,"RED APPLE DEVELOPMENT, LLC",0,0,0,,,,0,,0,0,0,0,0,0,0,0,1,0,602,2010-09-21,0,0,0,1,0,,,,,,,,,,,,,0,32
77876519,,,0,0,0,0,2,2017-07-07,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"SHANAHAN, WILLIAM PATR",0,0,0,0,0,0,0,0,2009-11-19,0,0,1,0,M70,2010-11-30,4000.0,LES TROMPES L'OEIL DE CHANEL,0,0,0,2010-09-14,2010-11-30,,0,,0,0,0,0,0,0,0,0,0,1,710,2017-07-07,0,0,1,1,0,,,,,,,,,,,,1.0,3882354,32
77876684,2011-03-15,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMO LAW OFFICE 129 - EXAMINING ATTORNEY ASSIGNED,0,0,"HSU, FONG",1,0,0,0,0,0,0,0,2009-11-19,0,0,0,0,O20,2011-04-21,4000.0,ICE APPLES,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2011-04-21,0,0,1,1,0,,,,,,,,,,,,,0,32
77877294,2011-01-17,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"MITTLER, ROBIN M",0,0,0,0,0,0,0,0,2009-11-20,0,1,1,0,M80,2010-06-15,3000.0,PAWSITIVELY MARVELOUS,0,0,0,2010-04-20,,,0,,0,0,0,0,0,0,0,0,1,0,606,2011-01-17,0,0,0,0,0,,,,,,,,,,,,,0,32
77878706,,,0,0,0,0,2,2017-02-17,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"ULRICH, NANCY G",1,0,0,0,0,0,0,0,2009-11-23,0,0,0,0,M40,2010-07-13,3000.0,HERMES,0,0,0,2010-04-27,2010-07-13,,0,,0,0,0,0,0,0,0,0,1,0,710,2017-02-17,0,0,0,1,0,,,,,,,,,,,,,3817476,32
77879076,,,0,0,0,0,2,2022-08-26,0,0,0,0,0,0,0,0,0,0,TMO LAW OFFICE 110,0,0,"NADELMAN, ANDREA KOYNE",0,0,0,0,0,0,0,0,2009-11-23,0,0,1,0,M10,2018-01-25,4000.0,APPLE CINNAMON MEDLEY,0,0,0,2010-04-13,2012-02-14,,0,,0,1,0,0,0,1,0,0,0,1,710,2022-08-26,0,0,1,1,0,,,,,,,,,,,,0.0,4099497,32
77879250,,,0,0,0,0,2,2017-02-17,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"WILKE, JOHN",1,0,0,0,0,0,0,0,2009-11-23,0,0,0,0,L40,2010-07-13,4000.0,PINEAPPLE GIRL DESIGNS,0,0,0,2010-04-27,2010-07-13,,0,,0,0,0,0,0,0,0,0,0,1,710,2017-02-17,0,0,1,1,0,,,,,,,,,,,,,3817517,32
77879839,2010-04-23,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 106 - EXAMINING ATTORNEY ASSIGNED,0,0,"POWELL, LINDA A",0,1,0,0,1,0,0,0,2009-11-24,1,1,1,0,L60,2010-04-07,3000.0,BMW MACHINE WORKS,0,0,0,,,,0,,0,0,0,0,0,0,0,0,1,0,601,2010-04-26,0,0,0,0,0,,,,,,,,,,,,,0,32
77882257,2011-07-11,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"EVANKO, PATRICIA MALES",0,0,0,0,0,0,0,0,2009-11-30,0,1,1,0,M80,2010-12-07,3000.0,DISNEYLAND RESORT,0,0,0,2010-04-13,,,0,,0,0,0,0,0,0,0,0,1,0,606,2011-07-11,0,0,0,0,0,,,,,,,,,,,,1.0,0,32
77883029,2012-03-12,,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,INTENT TO USE SECTION,0,0,"ERVIN, INGA MARIE",0,0,0,0,0,0,0,0,2009-12-01,0,1,1,0,M20,2011-08-12,3000.0,K SAMSUNG KIES,0,0,0,2010-06-15,,,0,,0,0,0,0,0,0,0,0,1,0,606,2012-03-12,0,0,1,0,0,,,,,,,,,,,,0.0,0,32
77884091,,,0,1,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 101,0,0,"STOIDES, KATHERINE",0,0,1,0,1,0,0,0,2009-12-02,1,0,1,0,L10,2017-04-29,4000.0,DYSON AIR MULTIPLIER,0,0,0,2010-12-28,2011-03-15,,0,,0,1,0,0,0,1,0,0,0,1,710,2021-11-19,0,0,1,0,0,,,,,,,,,,,,1.0,3930476,32
77884094,,,0,1,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 101,0,0,"STOIDES, KATHERINE",0,0,1,0,1,0,0,0,2009-12-02,1,0,1,0,L10,2017-04-29,5000.0,DYSON AIR MULTIPLIER,0,0,0,2010-12-28,2011-03-15,,0,,0,1,0,0,0,1,0,0,0,0,710,2021-11-19,0,0,1,0,0,,,,,,,,,,,,1.0,3930477,32
77884369,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"ROSSMAN, WILLIAM M",0,0,0,0,0,0,0,0,2009-12-02,0,0,1,0,L90,2020-07-11,4000.0,CROCS,0,0,0,2010-04-27,2011-04-26,2021-04-26,0,,0,0,0,0,0,1,0,0,0,1,800,2020-07-11,0,0,1,1,0,,,,,,,,,,,,,3951844,32
77884519,2012-01-23,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"HWANG, JOHN C B",0,0,0,0,0,0,0,0,2009-12-02,0,1,1,0,M50,2011-06-21,4000.0,APPLE TREE HOME CARE,0,0,0,2011-04-26,,,0,,0,0,0,0,0,0,0,0,1,1,606,2012-01-23,0,0,0,0,0,,,,,,,,,,,,,0,32
77884674,2013-07-01,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"EVANKO, PATRICIA MALES",0,0,0,0,0,0,0,0,2009-12-02,0,1,1,0,M80,2010-11-30,4000.0,WALT DISNEY SIGNATURE,0,0,0,2010-10-05,,,0,,0,0,0,0,0,0,0,0,0,1,606,2013-07-01,0,0,1,0,0,,,,,,,,,,,,0.0,0,32
77885071,,,0,0,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 106,0,0,"SALEMI, DOMINICK J",0,0,0,0,0,0,0,0,2009-12-03,0,0,1,0,L60,2016-09-17,4000.0,APPLESEED FOOD FRONTIERS,0,0,0,2010-10-12,2011-05-17,,0,,0,1,0,0,0,1,0,0,1,1,710,2021-11-19,0,0,0,1,0,,,,,,,,,,,,,3962744,32
77885964,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"BIBB, SCOTT",1,0,0,0,0,0,0,0,2009-12-04,0,0,0,0,L90,2020-08-20,5000.0,CRAZY PINEAPPLES,0,0,0,2010-05-18,2010-08-03,2020-08-03,0,,0,1,0,0,0,1,0,0,0,0,800,2020-08-20,0,0,1,1,0,,,,,,,,,,,,,3827456,32
77885980,,,0,0,0,0,2,2023-03-17,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 109,0,0,"BIBB, SCOTT",0,0,0,0,0,0,0,0,2009-12-04,0,0,1,0,L90,2018-03-16,5000.0,CRAZY PINEAPPLES,0,0,0,2010-04-27,2012-09-04,,0,,0,1,0,0,0,1,0,0,0,0,710,2023-03-17,0,0,1,1,0,,,,,,,,,,,,,4202715,32
77886649,2011-01-24,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"MICKLEBURGH, LINDA BOH",0,0,0,0,0,0,0,0,2009-12-04,0,1,1,0,L60,2010-06-22,4000.0,UGLY APPLE,0,0,0,2010-04-27,,,0,,0,0,0,0,0,0,0,0,0,1,606,2011-01-24,0,0,1,0,0,,,,,,,,,,,,,0,32
77886795,2013-03-25,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"MICKLEBURGH, LINDA BOH",0,0,0,0,0,0,0,0,2009-12-04,0,1,1,0,L60,2011-08-16,4000.0,UGLY APPLE,0,0,0,2010-06-22,,,0,,0,0,0,0,0,0,0,0,0,1,606,2013-03-25,0,0,1,0,0,,,,,,,,,,,,,0,32
77886809,2011-01-24,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"MICKLEBURGH, LINDA BOH",0,0,0,0,0,0,0,0,2009-12-04,0,1,1,0,L60,2010-06-22,4000.0,UGLY APPLE,0,0,0,2010-04-27,,,0,,0,0,0,0,0,0,0,0,0,1,606,2011-01-24,0,0,1,0,0,,,,,,,,,,,,,0,32
77886819,2013-01-28,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"MICKLEBURGH, LINDA BOH",0,0,0,0,0,0,0,0,2009-12-04,0,1,1,0,L60,2011-01-21,4000.0,UGLY APPLE,0,0,0,2010-05-04,,,0,,0,0,0,0,0,0,0,0,0,1,606,2013-01-28,0,0,1,0,0,,,,,,,,,,,,,0,32
77888028,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"PERRY, KIMBERLY B",1,0,0,0,0,0,0,0,2009-12-07,0,0,0,0,M30,2020-07-25,4000.0,STANLEY JACOBS MD,0,0,0,2010-05-04,2010-07-20,2020-07-20,0,,0,1,0,0,0,1,0,0,0,1,800,2020-07-25,0,0,1,1,0,,,,,,,,,,,,,3821384,32
77888078,2010-09-27,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 105 - EXAMINING ATTORNEY ASSIGNED,0,0,"CARLSON, KRISTIN ELIZA",0,0,0,0,0,0,0,0,2009-12-07,0,1,1,0,L50,2010-11-02,4000.0,STANLEY SIPPY CUP,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2010-11-02,0,0,1,0,0,,,,,,,,,,,,,0,32
77888924,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"MARTIN, CHRISTINE C",0,0,0,0,0,0,0,0,2009-12-08,0,0,1,0,L40,2020-09-10,4000.0,SEA APPLE,0,0,0,2010-04-13,2011-08-02,2021-08-02,0,,0,1,0,0,0,1,0,0,0,1,800,2020-09-10,0,0,1,1,0,,,,,,,,,,,,,4006897,32
77890135,,,0,0,0,0,2,2018-03-23,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"STOIDES, KATHERINE",0,0,0,0,0,0,0,0,2009-12-10,0,0,1,0,L10,2011-07-13,4000.0,DYSON CITY,0,0,0,2010-04-20,2011-08-16,,0,,0,0,0,0,0,0,0,0,0,1,710,2018-03-23,0,0,1,1,0,,,,,,,,,,,,1.0,4013094,32
77890136,,,0,0,0,0,2,2018-03-23,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"STOIDES, KATHERINE",0,0,0,0,0,0,0,0,2009-12-10,0,0,1,0,L10,2011-07-13,5000.0,DYSON CITY,0,0,0,2010-04-20,2011-08-16,,0,,0,0,0,0,0,0,0,0,0,0,710,2018-03-23,0,0,1,1,0,,,,,,,,,,,,1.0,4013095,32
77890321,2011-10-11,,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,TMO LAW OFFICE 111 - EXAMINING ATTORNEY ASSIGNED,0,0,"WHITTAKER BROWN, TRACY",0,0,0,0,0,0,0,0,2009-12-10,0,1,1,0,M20,2011-10-28,3000.0,WILLY JACK'S FAMOUS APPLE HICKORY BBQ,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,603,2011-10-11,0,0,1,0,0,,,,,,,,,,,,,0,32
77891793,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"MICKLEBURGH, LINDA BOH",1,0,0,0,0,0,0,0,2009-12-11,0,0,0,0,L60,2020-11-23,4000.0,MARVEL MYSTERY OIL,0,0,0,2010-08-10,2010-10-26,2020-10-26,0,,0,1,0,0,0,1,0,0,0,1,800,2020-11-23,0,0,1,1,0,,,,,,,,,,,,0.0,3866681,32
77893426,,,0,0,0,0,2,2017-04-07,0,0,0,0,0,0,1,1,0,0,PUBLICATION AND ISSUE SECTION,0,0,"GARDNER, DAWNA BERYL",1,0,0,0,0,0,0,0,2009-12-15,0,0,0,0,M30,2010-08-17,3000.0,GREEN APPLE,0,0,0,2010-06-01,2010-08-17,,0,,0,0,0,0,0,0,0,0,0,0,710,2017-04-07,0,0,1,1,0,,,,,,,,,,,,,3834299,32
77893427,,,0,0,0,0,2,2017-04-07,0,0,0,0,0,0,1,1,0,0,PUBLICATION AND ISSUE SECTION,0,0,"GARDNER, DAWNA BERYL",1,0,0,0,0,0,0,0,2009-12-15,0,0,0,0,M30,2010-08-17,3000.0,RED APPLE,0,0,0,2010-06-01,2010-08-17,,0,,0,0,0,0,0,0,0,0,0,0,710,2017-04-07,0,0,1,1,0,,,,,,,,,,,,,3834300,32
77893428,2010-09-19,,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,TMO LAW OFFICE 112 - EXAMINING ATTORNEY ASSIGNED,0,0,"GARDNER, DAWNA BERYL",1,0,0,0,0,0,0,0,2009-12-15,0,0,0,0,M30,2010-10-18,3000.0,GOLDEN APPLE,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,602,2010-10-18,0,0,1,1,0,,,,,,,,,,,,,0,32
77896714,2012-06-04,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TTAB,0,0,"KHOURI, SANI PHILIPPE",0,0,0,0,0,0,0,0,2009-12-18,0,1,1,0,M10,2012-06-04,4000.0,APPLE-A-DAY EDIBLE STRIPS,0,0,0,2010-08-03,,,0,,0,0,0,0,0,0,0,0,0,1,604,2012-06-04,0,0,1,0,0,,,,,,,,,,,,,0,32
77896732,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"MICKLEBURGH, LINDA BOH",1,0,0,0,0,0,0,0,2009-12-18,0,0,0,0,L60,2020-11-23,3000.0,MARVEL MYSTERY OIL,0,0,0,2010-08-10,2010-10-26,2020-10-26,0,,0,1,0,0,0,1,0,0,0,0,800,2020-11-23,0,0,1,1,0,,,,,,,,,,,,0.0,3866694,32
77896749,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"RICHARDS, SUSAN ANN",1,0,0,0,0,0,0,0,2009-12-18,0,0,0,0,L30,2021-03-17,3000.0,MM OIL MARVEL OIL COMPANY SINCE 1923,0,0,0,2010-11-02,2011-01-18,2021-01-18,0,,0,1,0,0,0,1,0,0,0,0,800,2021-03-17,0,0,1,1,0,,,,,,,,,,,,0.0,3906555,32
77896846,,,0,0,0,0,2,2017-08-25,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"SPARACINO, MARK V",1,0,0,0,0,0,0,0,2009-12-18,0,0,0,0,L30,2011-01-18,5000.0,OLEGO,0,0,0,2010-05-18,2011-01-18,,0,,0,0,0,0,0,0,0,0,1,0,710,2017-08-25,0,0,0,1,0,,,,,,,,,,,,,3906556,32
77897477,,,0,0,0,0,2,2017-08-11,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"BENMAMAN, ALICE MEDINA",0,0,0,0,0,0,0,0,2009-12-18,0,0,1,0,M70,2010-12-01,4000.0,EARTH APPLE,0,0,0,2010-05-18,2011-01-04,,0,,0,0,0,0,0,0,0,0,0,1,710,2017-08-11,0,0,1,1,0,,,,,,,,,,,,,3901850,32
77897539,2013-08-05,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"RINGLE, JAMES W",0,0,0,0,0,0,0,0,2009-12-19,0,1,1,0,M20,2010-07-06,4000.0,TRAPPLEX,0,0,0,2010-05-11,,,0,,0,0,0,0,0,0,0,0,0,1,606,2013-08-05,0,0,1,0,0,,,,,,,,,,,,,0,32
77897685,2011-07-25,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"WHITTAKER BROWN, TRACY",0,0,0,0,0,0,0,0,2009-12-20,0,1,1,0,M20,2010-12-21,4000.0,RESERVA LEGORRETA,0,0,0,2010-10-26,,,0,,0,0,0,0,0,0,0,0,0,1,606,2011-07-25,0,0,1,0,0,,,,,,,,,,,,,0,32
77898155,,,0,0,0,0,2,2017-10-20,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"CROWLEY, SEAN MICHAEL",0,0,0,0,0,0,0,0,2009-12-21,0,0,1,0,M70,2011-02-07,4000.0,SAMSUNG STRIDE,0,0,0,2010-05-11,2011-03-15,,0,,0,0,0,0,0,0,0,0,0,1,710,2017-10-20,0,0,1,1,0,,,,,,,,,,,,1.0,3932291,32
77898161,2011-02-07,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"CROWLEY, SEAN MICHAEL",0,0,0,0,0,0,0,0,2009-12-21,0,1,1,0,M70,2010-07-06,4000.0,SAMSUNG COAST,0,0,0,2010-05-11,,,0,,0,0,0,0,0,0,0,0,0,1,606,2011-02-07,0,0,1,0,0,,,,,,,,,,,,1.0,0,32
77898311,2011-01-31,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"THOMAS, AMY E",0,0,0,0,0,0,0,0,2009-12-21,0,1,1,0,M10,2010-06-29,4000.0,APPLE ANARCHY,0,0,0,2010-05-04,,,0,,0,0,0,0,0,0,0,0,0,1,606,2011-01-31,0,0,1,0,0,,,,,,,,,,,,,0,32
77899609,2011-02-07,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"FLETCHER, TRACY L",0,0,0,0,0,0,0,0,2009-12-22,0,1,1,0,M60,2010-07-06,4000.0,"MARVEL INSURANCE SOLUTIONS, INC.",0,0,0,2010-05-11,,,0,,0,0,0,0,0,0,0,0,1,1,606,2011-02-07,0,0,0,0,0,,,,,,,,,,,,,0,32
77900448,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"KEATING, MICHAEL P",1,0,0,0,0,0,0,0,2009-12-23,0,0,0,0,L10,2020-01-10,4000.0,BIG APPLE SKIN,0,0,0,2010-08-24,2010-11-09,2020-11-09,0,,0,1,0,1,0,1,0,0,1,1,800,2020-01-10,0,0,0,1,0,,,,,,,,,,,,,3872411,32
77901211,,,0,0,0,0,2,2018-08-10,0,0,0,0,0,0,1,1,0,0,PUBLICATION AND ISSUE SECTION,0,0,"KLINE, MATTHEW C",0,0,0,0,0,0,0,0,2009-12-27,0,0,1,0,L30,2011-12-01,3000.0,HERMES,0,0,0,2010-05-18,2012-01-03,,0,,0,0,0,0,0,0,0,0,0,0,710,2018-08-10,0,0,1,1,0,,,,,,,,,,,,,4080574,32
77902074,2010-10-04,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 106 - EXAMINING ATTORNEY ASSIGNED,0,0,"WILLIS, PAMELA Y",0,0,0,0,0,0,0,0,2009-12-29,0,1,1,0,L60,2010-11-15,4000.0,NOT SO FLAT STANLEY,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2010-11-15,0,0,1,0,0,,,,,,,,,,,,,0,32
77902690,,,0,0,0,0,2,2020-07-10,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"CROWLEY, SEAN MICHAEL",0,0,1,0,0,0,0,0,2009-12-30,0,0,1,0,M70,2013-12-03,4000.0,SAMSUNG CH@T,0,0,0,2013-09-17,2013-12-03,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-07-10,0,0,1,0,0,,,,,,,,,,,,1.0,4441738,32
77903330,2010-04-06,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 102 - EXAMINING ATTORNEY ASSIGNED,0,0,"BOULTON, KELLY F",0,0,0,0,0,0,0,0,2009-12-31,0,1,1,0,L20,2010-03-28,4000.0,CHICHANELLA BELLA,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,601,2010-04-06,0,0,1,0,0,,,,,,,,,,,,,0,32
77903335,,,0,0,0,0,2,2018-05-11,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"BOULTON, KELLY F",0,0,0,0,0,0,0,0,2009-12-31,0,0,1,0,L20,2011-09-01,4000.0,CHICHANELLA BELLA BY CARA,0,0,0,2011-06-07,2011-10-04,,0,,0,0,0,0,0,0,0,0,0,1,710,2018-05-11,0,0,1,1,0,,,,,,,,,,,,,4035594,32
